content,score,Label
"aplikasinya cukup membantu,, terutama di bidang perhotelan,, cuman sayang ada 1 kekurangan menurut saya,, seharusnya traveloka bisa sekaligus menampilkan no tlp/no watshap hotel tersebut,, biar dmn kita ada keterlambatan chekin jd kita bisa menghubungi dulu pihak hotel nya. mungkin kalo di barengin di tampilkannya no tlp/no watshap pihak hotel mungkin akan jauh lebih sempurna. mksih traveloka sukses sllu. mungkin itu masukan dari saya moga di tingkatkan lagi ke depannya.",5,Positif
"Saya kasih bintang 2 dulu ya sbb saya mengajukakan menjadi driver Traveloka eats sudah lama tapi belum di panggil2,kalau saya di panggil dsn jadi driver traveloka eats saya janji akan kasih bintang full buat traveloka.",2,Negatif
Sangat bagus dan membantu untuk mencari semua tiket dan hotel,5,Positif
"Aplikasi ngehe, gw pesen jam 15.00, jadi nya jam 10 pagi, mau reschedule kena biaya 1jt, edannn permainan Hati2 kalo pesan terus error, nanti jam nya mereka ganti, mau ga mau kita harus reschedule harga tiket membengkak 2 x lipat. Udh mulai ga jujur.",1,Negatif
"Baru kali ini pesan kamar hotel sangat mengecewakan. Mendapatkan promo kamar di aplikasi traveloka dengan harga murah, tetapi waktu cek-in kamar di aplikasi berbeda dengan kamar di hotel. Kalo pengen kamar yang sesuai aplikasi traveloka maka harus ada tambahan biaya (upgrade). Mending gak usah iming-iming promo harga murah yang tak masuk akalTerimakasih yang bikin kecewa. Tolong diperbaiki lagi moga lebih baik lagi kedepannya. Terimakasih.",1,Negatif
Selama ini traveloka selalu jadi andalan saya selama bepergian tapi sejak sy tdk bisa membayar paylater karna aplikasinya ngelag sy malah turun level. padahal sy sdh membayar tagihan secara manual di tgl Jatuh tempo di rek mandiri traveloka yaitu trinusa travelindo. akhirnya sy sekarang kesulitan memesan hotel via traveloka.,5,Positif
Aplikasi jelek. Sesudah pembayaran kirim foto bukti pembayaran. Agar segera di proses. Malah lama lama e tiket tidak bisa di proses. Padahal lunas pembayaran. Tidak bisa refund disuruh verifikasi manual. Hangus uangg,1,Negatif
Aplikasi Traveloka... aplikasi pilihan perjalanan saya... selalu ada saat dibutuhkan. membantu dan buat nyaman. thank u Traveloka,5,Positif
"Ini memang rutenya sudah tdk ada atau bagaimana ya, bulan 3 saya bisa naik pesawat langsung tujuan Palangkaraya-YIA kenapa sekarang yang keluar transit semua. Tolong dong ini kenapa soalnya lagi hamil kalau transit lelah",3,Netral
Bagus banget sangat membantu mencari penginapan yg disukai,5,Positif
"Daftar paylater dipersulit udah coba berulang"" Verifikasi wajah selalu ditolak dengan alasan foto tidak menampilkan wajah.. Padahal udah jelas bgt wajahnya di area lingkaran.. Tapi ditolak trus.. Ga tau dah sm ni app",1,Negatif
"Ngajuin paylater terus gagal, suruh daftar lagi setengah tahun ? Ga salah ? Iklan aja gencar tapi ga semanis daftarnya. Thumbs down for you.",1,Negatif
"Ceritanya tuh begini saya beli tiket plus kupon PCR. saya refund tiket karena penerbangan d batalkan sama maskapai dan kupon pun blm d pakai , akhirnya sy mengajukan refund dan uang yg kembali cuma tiket saja ,PCR blm sy pake dan janjinya pihak Traveloka katay mau ngembaliin uang semuanya. terus saya chating d app Traveloka di putar putarkan dan saya telp lewat call center malah d matiin .",1,Negatif
"mantap mempermudah pembelian, bonus dan diskon banyak. terima kasih traveloka",5,Positif
"Saya kecewa beli ticket qatar airways lewat traveloka keberangkatan tanggal 20 agustus 2021 tujuan saudi, mau berangkat saya ditolak dengan alasan pcr harus rumkit khusus disana karantina bla bla bla, intinya saya nggak bisa terbang dan disuruh repund. Sudah repund uang saya dipotong 5 jt rupiah karena no show atau tak hadir di bandara, saya tanya pihak qatar airways uang repund tak pernah dipotong untuk no show, saya rugi kecewa dongkol, tolong kalau ada yang bisa bantu saya chat ke email",1,Negatif
"Cs nya cpat tanggap. Hotel jg sesuai dgn yg difoto. Selama ini aman2 saja saat memesan, yg penting teliti saat memesan & ikuti prosedur dgn hati2 biar gk kecewa.",5,Positif
Sudah 3 bulan menyebalkan... Gak bisa bayar lewat aplikasi nya sendiri.. Masa tiap akhir bulan email ke cs mulu sihhh Kurang memuaskan ahhhh,5,Positif
Aplikasi yang sangat memudahkan dan memliki banyak fitur serta pilihan untuk perjalanan atau pun liburan. thanks,4,Positif
"Refund sudah 90hari lebih gak kelar2, SOP 90hari namun sudah lebih dari waktu yang ditentukan namun tidak ada progress, hubungi costumer servis susah banget..",1,Negatif
"PUJI SYUKUR ADA TRAVELOKA, selalu mempermudah membeli tikey pesawat dan tidak ribet spt yg lain. Pelayanannya selalu memuaskan konsumen. Semakin Jaya TRAVELOKA AND GOD BLESS YOU 🙏🙏👍👍🤩🌹",5,Positif
"Kualitas CS sangat amat buruk, masalah tidak bisa diselesaikan, selalu berganti ganti org terus dan selalu alasan yg tidak masuk akal, saya komplain dari awal oktober sampai skrg tidak kunjung selesai, status naik dan level naik tapi paylater tidak bs dipakai, percuma level naik dan status naik, ""pakai terus travelokamu"" Bgm mau dipakai wong di apps nya aja ga bisa !!! Pokoknya bintang 1 aja !!!!!!!!",1,Negatif
"Disaat yg lain bintang 1. Saya kasih bintang 5 karna merasa terbantu saat memesan hotel, vila, kereta, pesawat, saya selalu di apk traveloka. Saya pengguna selama bertahun2 sampai saat ini blm pernah dikecewakan. Yg ada malah menurut saya lebih murah disini dibanding di aplikasi sebelah. Poinnya juga bisa ditukarkan masuk ke tempat wisata yg bekerjasama, mantap. Terimakasih traveloka.",5,Positif
Bagus sekali..semua informasi tarif dan kualitas hotel terdata cukup baik.,5,Positif
Kenapa paylater saya masih dinonaktifkan sementara...saya selalu bayar tepat waktu...tidak pernah telat....,1,Negatif
Aplikasi bangke.. Ga punya kartu kredit ga bisa pesan. Mengecewakan. Memangnya semua org wajib punya kartu kredit biar bisa pesan,1,Negatif
"Pesan tiket KA exclusive plus asuransi jadi 579 ribu, kok tiba2 saat bayar ada tambahan gak jelas jadi 598 ribu, tapi gak ada keterangan buat apa tambahan segitu!, gimana sih Traveloka!",1,Negatif
Saya mau bayar tagiha. Paylater tp tidak bisa. Selalu kembali ke halaman awal ketika akan memilih metode pembayaran.,5,Positif
"Sangat mengecewakan, proses refund dana hotel sangat lama sekali, sudah complain melalui telepon cs, email, dan aplilasinya langsung tetap saja tidak ada kejelasan. (Sudah di refund dalam waktu 3minggu)",5,Positif
"voucher potongan harga saya punya 3 tidak bisa di pakai, sementara point yang di kumpulkan susah payah di tukar voucher tapi tidak bisa sama sekali dan CS tidak bisa apa apa, team payment tidak bisa kerja .. penyelesaian hanya via email dan lamaaaaaaaa respondnya akhirnya ... nihil tidak ada solusi..",1,Negatif
"Untuk ke depannya Tolong adakan COD untuk pilihan Pembayaran yang lainnya ya, dan banyakin lagi merchant resto nya, karena masih banyak resto favorit yang tidak masuk di aplikasi Traveloka Eats",4,Positif
"Akun paylater saya mendadak di bekukan semenjak awal pandemi, gk tau knp, padahal pembayaran kredit selalu tepat waktu bahkan lebih awal, kemarin saya coba pengajuan utk membuka blokir paylater lagi, namun di balas di tolak, karena kredit profil tidak memenuhi persyaratan... Aneh, mau syarat yg seperti apalagi coba, padahal bayar tepat waktu bahkan lebih awal, gk jelas yg cek..",1,Negatif
Jangan pernah download aplikasi ini.dan jangan pernah beli tiket pesawat disini.ketika ada masalah responnya sangat lambat.dan tidak ada solusi selain tiket yang anda beli hangus...aplikasi taeeeee,1,Negatif
Ini bener bener bagus banget loh buat ngeliat berbagai macam macam😘🤗 aku suka deh sama aplikasi ini terimakasih ya buat Traveloka😘🙏😇🤗,5,Positif
"Cape, verifikasi ktp gagal mulu, gk dikasih option ktp buram karna dari sana nya atau yg lainnya, sekali ada option langsung dialihkan ke foto ulang, ada udh 15x gagal terus",1,Negatif
Terima kasih travaloka saya harap bekerja sama juga dengan restorant2 kecil terlebih food nya maju terus traveloka pasti bisa..,5,Positif
"Saya sudah mengalami 3x reservasi hotel tutup dan minta di refund jawabnya selalu tunggu konfirmasi dari dari pihak hotel, pertanyaannya kenapa hotel tutup masih di jual,dan tidak ada tindak tegas dari Traveloka,kenapa malah kebalik Traveloka tunggu konfirmasi dari pihak hotel sungguh mencurigakan..!!!",1,Negatif
Pelayanannya oke. Klo pembatalan langsung cepat diproses,5,Positif
(Before) Paylater tidak dapat digunakan. (After) Sudah dapet digunakan terima atas pelayanannya. Walaupun agak lama menunggu tetapi aku. Saya bisa kembali lagi. Bintang awal 4 diubah menjadi bintang 5,5,Positif
"Aplikasi yang bikin rugi, beli tiket lion air, dibatalin sama maskapai tapi gak bis refund...!!! Proses refund dibuat susah...!!",1,Negatif
"Saya memesan hotel di traveloka. Mendapatkan voucher. Dan setibanya dihotel, hotel mengatakan voucher tidak berlaku.",1,Negatif
"Refund yang sangat lambat di telpon sistem sedang melayani yang lain ,di email mohon maaf atas ketidak nyamanan anda karna lonjakan tinggi dicht cs sama juga sangat sangat mengecewakan",1,Negatif
"Apakah pendaftaran traveloka eat driver sudah tutup,. Saya daftar sudah lama tapi belum ada kelanjutanya, mohon sekali untuk dibantu..",5,Positif
3x berturut dapat masalah. 3x berturut diminta tunggu 60 menit untuk konfirmasi solusi. 3x berturut penantian 60 menit berlalu tanpa kejelasan. Dulu traveloka tidak separah ini dalam merespon pelanggannya. Traveloka sekarang PARAH sekali.,1,Negatif
Aplikasinya asli dan cukup bagus. Hanya saja belakangan ini sering kali minta di update.,4,Positif
"Halo traveloka, kenapa ya susah downloadnya selalu stuck di 76%, padahal memory telpon juga masih kosong banyak",3,Netral
sejauh ini traveloka sangat membantu. kdg suka eror sistemnya maklum sih,4,Positif
"Komplain sangat jelek dan bertele2.. mau reschedule susah apalagi refund. Mau reschedule saya dilempar ke operator pesawat, bolak balik. padahal saya beli tiket di traveloka. Hadeuuuh. saya refund susahnya minta ampun karena penumpang +covid19. sampai akhirnya jawabannya traveloka: pengajuan refund anda tdk bisa di proses dan ini sangat merugikan costumer. Lamban. Nyesel beli tiket pakai aplikasi traveloka. dan Saya tidak butuh jawaban kata maaf. Bye. Unistall",1,Negatif
"Saya udah 3x downlod, tetap gak bisa. Udah restart hp juga gak bisa. Kenapa ya apk nya?",1,Negatif
"Semua jd mudah lwt app traveloka, sukses terus ya dan tingkatkan performa nya",5,Positif
Refund pembayaran bank terlalu lama dari pada pembayaran kartu kredit atau paylater. Ga recommended!! Uninstall aja,1,Negatif
Sangat tidak fast respon. Sudah 2 hari sejak pembelian voucher saya dan uang juga sudah terpotong tapi vouchernya selalu tertunda. Sudah di chat tapi tidak ada tanggapan dari pihak Traveloka. Kecewa sih saya. Padahal ini bukan transaksi saya yang pertama.,1,Negatif
"Curang kamu min, main batalin sj. Pas dicek ulang untuk reschedule, harga NAIK 👎🏿 Naiknya gk kira2 lagi. Tujuan kami pesan jauh2 hari ya biar kami bisa jangkau harganya. Gk FAIR",2,Negatif
Menurut gue sih the best yee.. Sangat mambantu dan sangat terpakai untuk semua kebutuhan pribadi gue,5,Positif
Sangat mengecewakan...pengembalian refund tidak jelas saya sampai rugi 700 rb an krn proses refund ini...dihubungi berkali2 CS nya ga pernah nyambung. Padahal udah dihubungi berkali2 hingga 2 hari....,1,Negatif
"Traveloka merupakan salah satu jasa pemesanan tiket yg recomended, semua pelayanan tiketing terbaik dan murah.",5,Positif
"terima kasih traveloka, limit paylaterku semoga makin bertambah.. sukses selalu..",5,Positif
Membantu biar ndk repot kesana kemari.. Harga kadang dapat promo... Sangat membantu,5,Positif
"Gak jelas daftar paylater mentok di alamt gak bisa lanjut isi data, error app nya gak bisa di klik selanjutnya puluhan x di isi map GPS jg gak mau next isi data lainya",1,Negatif
"senang sekali dengan adanya discont,, traveloka semakin maju ya",5,Positif
Refund saya dipercepat tolong. Kecewa banget sama layanan traveloka. Udah deket tanggalnya malah penerbangan dibatalkan. Kecewa banget. Ditmbah pesanan tiket saya itu rombongan min. Gimana jadinya.,1,Negatif
"sangat membantu dalam perjalanan saya di ekspedisi kiriman mobil, trims",4,Positif
"Mudah, Ramah, dan Bersahabat. Pelayanan Customer Service nya cepat. Thanx Traveloka. Semoga semakin banyak memberikan discount kepada pelanggan, khususnya moment2 tertentu. Misalnya lebaran dan liburan sekolah.",5,Positif
"aplikasi terbaik, mudah digunakan dan mempermudah dalam setiap langkah",5,Positif
"aplikasi terbaik untuk memesan jasa tur,,saran saya mending pake traveloka untuk mencari jasa tur lebih aman dari pada pake travel biasa..",5,Positif
"Saya sudah pesan Tiket pesawat melalui app ini, pembelian udah bener, lalu ada notifikasi dri app ini bahwa ada perubahan penerbangan, malah rutenya kacau, harusnya dari Jakarta Transit Medan dan lanjut ke Nias untuk tujuan akhir, di ubah kebalik. Dari Nias Ke Medan lalu dari Jakarta Ke Medan. Edan Bener...",1,Negatif
"Pernah Pake traveloka untuk ajak liburan anak, skrg mau ajak liburan anak lagi pas mw pake traveloka lg aku baru tau ada pilihan pembayaran traveloka paylater..pas aku daftar.. MasyaAllah verifikasinya 3-4 hari karena ada perbaikan sistem.. Lama amaaattt...auto pesen hotel manual aja nunggu 3-4 hari keburu abis masa cuti kerjaku",3,Netral
"Refund tiket dari maskapainya sudab dibayar full tanpa potongam, tapi ini pihak traveloka malah membayarnya tidak full. Bener² kecewa.",1,Negatif
"Saya dari probolinggo sudah pesen tiket, di aplikasi jam yang tertera 21.35 saya tunggu dititik sampai jam 1 tidak datang. Mengajukan pengembalian atau refund tidak ada tanggapan.",1,Negatif
"Semakin lama semakin gak jelas traveloka ini, Kenapa limit traveloka di akun sy smpai skr msh blm tersedia pdhl selalu langganan disini, udah pelittt promoooo, harga hotel mahal2 mending pindah aplikasi sblah. Smakin lama smakin mengecewakan traveloka ini, sangat2 kecewa limit paylater tdk tersedia atas nama Budyo Sumanto udh 5bln lebih sejak pengajuan prtma",1,Negatif
Bintang 3 Alasannya : 1. oke skrg udah bisa pesan makan dengan lalamove tapi kekurangan kita chat dgn driver harus via WA dan kadang driver tidak pernah chat duluan seperti grab gojek dan shopee 2. Jika mau membatalkan pesanan food itu tidak bisa sedangkan yg lainnya bisa 3. isi uang ku minimal naik jd 150 rb sedangkan org banyak yg mikir2 kalau mau isi segitu dan di tambah dia ga bisa transfer atau narik saldo lagi jadi ya ngendep disitu aja,3,Netral
"Sudah berlangganan lama tapi dikecewakan buat yg belum pernah pakai traveloka sy sarankan pakai aplikasi lain aja. Traveloka sangat mengecewakan pelanggannnya dan SANGAT merugikan, CUSTOMERSERVICE cuma bisa kasih solusi lempar sana lempar sini tdk ada kejelasan! Pelayanan yg BURUK! Booking hotel sudah transfer begitu sampai hotel ternyata hotel full setelah check kehotel ternyata pihak hotel juga belum menerima uang dr traveloka, hadeh Traveloka perusahaan gede tp kualitas nol!",1,Negatif
Refund harus nunggu 90 hari itupun g nyampe 50% uang kembali. giliran suruh transfer maunya buru2. Ti ati kalian yang mau beli tiket 😒,1,Negatif
"Mohon diperbaiki sistem refund, 90 hari atau lebih itu agak rancu menurut saya. Yaa 5 tahun baru di refund juga bisa. Bismillah semoga aku cepet jadi kaya biar ga nungguin uang refund teruss",1,Negatif
"Saya sudah lama jadi pemgguna traveloka,saya pun sdh dpt level silver di pay later,,pas mau bayar cicilan terakhir malah gagal terus melakukan pembayaran pas masuk le metode pembayaran,padahal saya tidak pernah nunggak,gara gara gagal jadi kena denda,sampai saat ini pun ndk ada ada respon yang bisa menyelesaikan problem ini Tolong pihak CS traveloka lebih fast respon",1,Negatif
"Sangat kecewa, pengembalian dana refund sangat lama bahkan sampai sekarang belum masuk, respon cs sangat buruk 👎 padahal sebelumnya ada notif 30-60 menit akan dihubungi tapi gada sama sekali",1,Negatif
"Baru aja di lunasin jauh sblom jatuh tempo ,niat nya mau di gunakan kalo urgent eh malah di nonaktifkan paylatter nya ,tanpa pemberitahuan ,padahal ga pernah telat bayar ,semoga ada jalan keluar dan kabar baik dr pihak traveloka ,kecewa sih",1,Negatif
"Udah daftar paylatter nunggu sampek 5 hari gk di ACC sama sekali, kayak di PHP gk sih, mau dibatalin tulisannya sedang diverifikasi terus, tapi sampek sekarang gk ada kemajuan",1,Negatif
"Layanan eats delivery macam sampah, tidak ada edukasi dulu apa sama resto, setiap pesan resto tutup lah atau udah gk jualan lagi. Bangke!!! Beri edukasi lagi buat resto!!!!",1,Negatif
"Saya kembalikan 4 bintangnya, karena sudah direfund penuh, untuk kedepannya mohon diperbaiki sistemnya saya sangat berharap bisa pesan via traveloka lagi semoga bisa jadi andalan",5,Positif
"Terimakasih Traveloka, pesan tiket jadi lebih mudah.🙏👍",5,Positif
selalu pakai traveloka saat bepergian karena pilihannya lengkap..,5,Positif
"bintang 3 aja. Ntah knapa Paylater saya dinon aktifkan sementara. Tanya ke Cs nya, jawabannya sudah diblokir Paylaternya karna sesuatu hal. Saya tanya sesuatu apa, jawaban tetap sama. Lah aneh aja gtu. Bayar paling selang waktu dua atau tiga hari setelah gunakan paylater. Traveloka sering saya gunakan untuk pemesanan.",3,Netral
Awal pakai traveloka memang pelayanan nya sangat baik. Akan tetapi akhir akhir ini apl.traveloka saya jarang bisa dibuka. Itu kenapa ya? Bisa minta tolong diberi penjelasannya,3,Netral
Traveloka gimana ini saya mau ganti nomer aja susah . Nomer saya yg lama sudah g aktif mau saya gnti pakai yg baru . Biar kalau di buka bisa dpt kode.nya ini sudah di gmail malah di persulit,1,Negatif
"Mengecewakan...proses lambat..hotel sudah penuh ,pihak Traveloka lambat sekali memberikan solusi..sudah 2 jam e tiket tidak muncul dan tidak bisa rufand..sungguh mengecewakan",1,Negatif
"Tolong buat traveloka buat pemesanan Tes Swab PCR,ANTIGEN,RAPID, saat sudah di pesan dan sudah di bayar untuk menambahkan nama si pemesannya agar Jelas, karena saat namanya tidak ada akan sulit menentukan nama siapa aja yang pesan, susah sekali saat meredeem saat verifikasi di RS (Rumah Sakit) setempat. Tolong ditambahkan lah Fiturnya, Trimakasih 🙏",4,Positif
Kenapa ya skor pay later saya turun point' terus dari platinum ke gold sekarang di silver level 2 padahal selalu bayar tepat waktu GK ada pesanan mendadak hadeuhh lama2 saya uninstall nih aplikasi GK jelas banget tolong jelasin bayar kecepatan belum jatuh tempo emang salah???hadeuhh mau nya gmna si traveloka nih GK ngerti lama² Ama sistem pay later di bayar cepet malah turun level sungguh anehhh😒,1,Negatif
"Saya sangat kecewa karena anda tidak bisa membantu pekerjaan saya yg tiap bulan selalu luar kota , pihak hotel bisa refund tapi aplikasi ini tidak membantu maaf saya pindah ke aplikasi lain saya akan reporter ke semua karyawan agar tidak memakai Traveloka benar2 tidak bisa membantu",1,Negatif
Pertama kali pesan tiket bus di sini duduknya ga sesuai dari aplikasi harusnya ada pemberitahuan kalo emg ada perubahan.,2,Negatif
Penilaian sangat mengecewakan kenapa ga muncul ya? Ini traveloka jangan mau enaknya saja. Semua org berhak memberikan penilaian yg nyata terhadap buruknya pelayanan traveloka,1,Negatif
"Kecewa banget, uda jadi pengguna lama dan sempat dapat fasilitas paylater. Saya selalu bayar tepat waktu dan tidak pernah nunggak. Tiba2 fasilitas paylater saya di non aktifkan sementara(?) Ga bisa dipakai dan di non aktifkan secara sepihak tanpa ada pemberitahuan. Payah, syedih, huhuhu patah hatii",5,Positif
"Sangat kecewa, dana pembatalan tiket pesawat dari 17sep hinga sekarang belum juga cair, padahal bukan saya yg batalin pemesanan pihak maskapai langsung. Seharusnya ada kebijan dri traveloka lngsung jngan dibiarin terlalu lama begini. Dn itu hak kmi sebgai konsumen. Blm lagi uangnya tidak sedikit. Sangat burukkk",1,Negatif
Bener-bener kecewa sama travoloka saya membeli tiket pesawat rute medan-jakarta pada tanggal 17 september namun di batalkan saya sudah mengajukan refund untuk uang saya kembali tapi sampe sekarang uang saya belum kembari udh hampir 1 bulan.,1,Negatif
Tempat menu kode voucher tersembunyi. Maunya apply kode voucher malah konfirmasi pesanan. Minta Dibatalkan tapi dipersulit. Mengecewakan sekali traveloka. Padahal biasa pesan tiket dan hotel via traveloka,1,Negatif
"Sangat tidak recommended menggunakan fitur eats delivery,order makanan keterangan awal diskon 20ribu, begitu lanjutkan pembayaran harga normal,saya kira diskon akan diberikan setelah pembayaran berupa poin makanya saya lanjutkan bayar, ternyata sampai order selesai tidak ada diskon,Sudah komplain via aplikasi,komplain via email..disuruh telpon penjual buat cancel orderan,kata cs aplikasi blm update saya cek tidak ada perintah update..ah sudahlah",1,Negatif
"Aplikasi merugikan banget, apalagi kalo pakai paylater sangat ngga rekomen..rentenir berkedok aplikasi OJK, refund tiket pesawat sampe 1bl lebih dan harus 90hr, apa ngga merugikan banget..udah konfirm maskapai katanya refund udah dikembalikan ke pihak traveloka, tapi ke customer belum sama sekali..so next mikir lagi aja pake app ga manusiawi ini, mending booking langsung ke web maskapai atau hotel dll sumpah kecewa banget dan kapok make aplikasi ini lagi..wasting money and time👎👎👎👎",1,Negatif
Gak pernah telat bayar traveloka payLater tapi tiba tiba payLater saya dinonaktifkan tanpa alasan yang jelas. Dan di non-aktifkan secara permanen pula. Sangat sangat mengecewakan.,1,Negatif
Saya pengguna traveloka eats tapi kenapa hari ini saya mau pesan makanan vocernya ko malah ga ada ya ? tolong di adain lagi vocernya ka,1,Negatif
"Booking tiket pesawat menjadi lebih mudah, aplikasi Traveloka sangat user friendly.",5,Positif
"Saya senang menggunakan aplikasi trveloka,karena kalau pesan tiket banyak promonya...thanks Traveloka semoga semakin maju kedepannya",5,Positif
"selalu pesan lewat traveloka..tiket pesawat, kereta api, hotel... mudah dan cepat",5,Positif
"Benar2 kecewa, saya membeli kupon paket tiket kereta api dan tes covid, ternyata itu hanya potongan harga senilai Rp15.000. Sama aja saya bayar normal malahan bayar 2 kali lipat. Saya kira dengan menggunakan kupon bisa lebih murah dan untung malahan membuat rugi. Kupon tes covidnya juga tidak bisa dipakai sama sekali. Di S&Knya tidak menjelaskan bagaimana penggunaan kuponnya. Sungguh menjebak pelanggan. Buruk",1,Negatif
"Secara keseluruhan, sangat membantu, tapi ada fitur, payleter, yang menurut saya cara daftarnya agak tidak jelas, contoh, saya masukkan alamat lengkap, tapi dibilang salah, saya masukkan alamat asal malah benar, dan banyak lainnya, fitur payleter , pada aplikasi lain, sangat mudah cukup upload ktp, langsung jadi, terlepas apakah disetujui atau tidak, yg jelas pendaftaran yg buruk, seperti gak niat, tapi masih tetap di paksakan untuk di promosikan, saya rasa ini, kurang bagus... Bahkan buruk",4,Positif
good pertahankan dan ditambah lagi gratis ongkir dan potongan harganya. biar bisa sering pesan makanan di traveloka eats dan ditambah lagi merchan yang lainnya biar lebih lengkap.,5,Positif
"ini baru pertama kali saya menggunakan aplikasi, aplikasi sangat friendly, kalau pesanan pertama ini berjln baik saya akan coba utk pesanan yg lainnya, dan saya akan tambahin lagi jd 5*",4,Positif
"Saya menyesal beli tiket di Traveloka refund saya hanya di ganti setengah harga proses pengambilan dana juga lama, setiap ditanya lempar sana lempar sini tidak ada jawaban yang saya terima atas pengembalian dana dengan nominal tersebut",1,Negatif
"Sangat ga kompeten voucher sudah terpasang tapi harga ga berkurang, mau cancel order ribet banget harus telp ga ada cs onlinenya SANGAT MENGECEWAKAN cukup sekali aja",1,Negatif
"Reschedule ga jelas, Traveloka tidak membantu!!! Biaya Accnya juga mahal!",1,Negatif
"Saya pesan hotel untuk dua orang di oyo 2343 winolanto,SDH bayar di aplikasi,samapai sana di suruh nambah 50 k katanya di kasih kamar double bed nyatanya singgle bed juga ,lama ngtok2 lagi,pengalaman yg bnr2 buruk",1,Negatif
Aplikasinya nga bisa di download hanya buang buang paket data saja..,1,Negatif
"Butuh penerjemah bahasa di tiap negara nih, tambahin dong..",4,Positif
promonya banyak dan diskonnya besar.. jd hemat banget,5,Positif
"Apa gunanya aplikasi Traveloka kalo harga hotel sama aja dengan harga saat check-in di lokasi hotel. Apa untuk mendapatkan point yang sedikit dan sangat tidak berguna? Menggunakan aplikasi ini? Udah pelit promo, diskon 80% juga hanya omong kosong harga sama aja malah lebih mahal di banding dengan harga check-in di lokasi. Ga ada kode promo, udah pelit bohong lagi di iklan. Kesimpulannya yah ga berguna Membantu menemukan hotel? Lewat google lebih komplit",1,Negatif
"Aplikasi yg mempermudah saat qta akan melakukan perjalanan, staycation atw bahkan liburan baik itu dgn keluarga jg dgn teman.",5,Positif
"Mau bayar traveloka paylater kok g bsa?? Malah tulisannya sisa waktu transaksi ada tidak mencukupi?? Itu maksudnya gimana yah?? Mau bayar ini, udh mau jatuh tempo. Tolong dong pihak traveloka nya",4,Positif
"Suka dengan aplikasinya, cepat, simple dan sangat membantu",5,Positif
Penerbangan saya batal. Fitur untuk refund tidak menyimpan transaksi saya sebelumnya. Jadi saya susah untuk merefund. Tolong dibantu.,1,Negatif
"Sangat2 buruk dan mengecewakan. Saya awalnya pesen hotel di ibis style braga bandung buat 2 malam. Tp setelah lunas dibayar tiba2 voucher tertunda. Dan akhirnya dibilang kamar habis. Setelah saya marah2, disuruh lagi ganti pesanan karena uang tdk bs di refund. Pdhl jelas itu kesalahan dr traveloka. Sumpah gak bakal berkah lo ngambil uang customer dg cara begini. Cukup uda pakai traveloka. Smoga yg lain jg mikir2 biar gak ngalamin hal yg sama. Intinya sy gak akan ikhlas klo uangnya gak balik.🤬",1,Negatif
tolong jangan kami di persulit.. kami hnya refund / uang kami kembali. malah kami di persulit.costumer servis pelayanan yang sangat payah,1,Negatif
sangat dibutuhkan dan mudah dalam pencarian tiket sampai dgn deal pembelian,5,Positif
"Traveloka sale Hotel, tapi hanya durasi inap 2 jam. Itu 2 jam,, ngapain??? Yang benar aja kalo promo. Minta refund gag bisa. Wah,, mulai gag bener ini.",1,Negatif
"Tolong yah. Udah dua jam saya nunggu prosesnya. Kenapa Traveloka begini? Vouchernya belum juga terbit. Balasan chat saya hanya dibalas pesan otomatis. Udah di hotel , vouchernya belom juga terbit",1,Negatif
Mengecewakan sekali aplikasi traveloka.. bukan salah kita ga bisa di pakai tiket pesawat nya tp tinggal bilang ga bisa di refund.. jangan makan uang haram orang kecil lah..bisa2 kena karma..,1,Negatif
"Penerbangan saya dirubah sepihak, bahkan ini bukan pertama kalinya dilakukan traveloka namun ini terparah, karena bukan jam yang berubah tapi RUTE PENERBANGAN. Saran saya jujur sejak awal jika tidak ada jam terbang hari itu !",1,Negatif
"Isi saldo udh 3 jam lebih gak masuk2 , dibatalin saldo malah hilang gak balik lagi ke rekening. Payahlah merugikan 😭",1,Negatif
"Semoga kedepannya traveloka menyediakan paket trip+penerbangan. Jadi tinggal pencet aja, bayar pake paylater, semoga semudah itu tanpa dipisah pisah.",4,Positif
"dulu aplikasi ini bagus banget sangat rekomen, tapi kenapa sekarang malah jadi hancur begini, penyelesaian masalah yang terlalu berlarut-larut...ga ada solusi...cuman menunggu dan menunggu saja",1,Negatif
"dah lama pakai traveloka, pay laternya sangat membantu sekali, bisa liburan dengan santai, trims traveloka",5,Positif
Jangan pernah transfer dah ke ini aplikasi udah pasti ilang duit lo. Aplikasi maling,1,Negatif
Saya Turunkan Bintang karena limit pay later saya diturunkan padahal saya pengguna setia Traveloka . Padahal telat bayar hitungan jam aja dan angka tagihan juga dibawah 500,2,Negatif
Min kasih fitur kapal pelni sama fery mantul kayaknya. Biar gak repot2 cari tiket kapal laut ke app sebelah.,5,Positif
"Sudah 2 kali promo hotel d batalkan krena ada kesalahan input harga... Katanya... 👎 Terus ngapain ngadain epic sale, kalo pas dapet harga murah di cancel sepihak.",1,Negatif
"Paylater, suka2 dia aja tidak ada angin tidak ada badai tiba2 limit paylater nya dinaikan, begitu sebaliknya tidak ada angin dan tidak ada badai tiba2 limit paylater di turunkan lagi. 😭 Yah semau dia Sajalah, ya punya aplikasi dia 🤫🤔",2,Negatif
"layanan mudah, cepat, praktis dan hemat",5,Positif
